ticker,accession,section,pos,neu,neg,sent_score
LEG,000005849225000458,FinancialStatementsNarrative,1.7834131540439557e-06,0.9999970197677612,1.2008273415631265e-06,5.825858124808292e-07
LEG,000005849225000458,MD&A,0.00024497779668308794,0.99973064661026,2.42562255152734e-05,0.00022072157116781455
LEG,000005849225000458,RiskFactors,0.06669347733259201,0.3654189109802246,0.5678876042366028,-0.5011941269040108
